Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,cottonwood heights,84121,by agent,canyons,true,8,1966,1788 E 7115 S|Cottonwood Heights|UT|84121,not specified,0.21,3420,False,3384485,40316422,2019-03-27T10:43:42Z,439900,not specified,brick,central air,3,5,2019-09-27,active,deck|fireplace gas|fireplace woodburning|patio covered|security system|sprinklers automatic|walkin closet,carpet|laminate|linoleum|tile,full partially finished,microwave|other|range|refrigerator,1580982,40316422
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,saratoga springs,84045,by agent,not specified,false,19,2019,3273 S. Hawk Drive|Saratoga Springs|UT|84045,not specified,not specified,1840,True,3256117,40301607,2019-03-27T10:35:23Z,355239,not specified,not specified,not specified,25,4,2019-07-15,active,not specified,not specified,not specified,not specified,not specified,40301607
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,carport|driveway|street parking|1 cars,forced air,ut,magna,84044,by agent,granite,true,6,1974,7979 W 3320 S|Magna|UT|84044,not specified,0.15,1738,False,1830493,40316421,2019-03-27T10:28:23Z,249900,not specified,aluminumvinyl|brick,evaporative cooler roof,2,4,2019-09-27,active,deck|patio uncovered,carpet|hardwood|laminate|tile,full partially finished,microwave|range|refrigerator,1588979,40316421
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,attached garage|1 cars,not specified,ut,south jordan,84095,by agent,not specified,false,26,2019,6397 W. Birch Run Rd.|South Jordan|UT|84095,not specified,not specified,1102,True,2490499,40301605,2019-03-27T10:26:48Z,236900,not specified,not specified,not specified,25,2,2019-07-15,active,not specified,not specified,not specified,not specified,not specified,40301605
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,provo,84604,by agent,provo city,true,4,1993,282 W 4100 N|Provo|UT|84604,not specified,0.35,5500,False,3524915,40316420,2019-03-27T10:25:48Z,699000,not specified,stucco,central air,35,5,2019-09-27,active,fireplace gas|patio covered|sprinklers automatic|walkin closet,tile,shelfcrawl space,dryer|microwave|range|refrigerator|washer,1567836,40316420
homes,not specified,detail page,single family home,for sale,for sale,landscape front,driveway,forced air,ut,salt lake city,84104,by agent,salt lake city,true,7,1951,1098 S Glendale Dr|Salt Lake City|UT|84104,not specified,0.19,1084,False,945043,40316419,2019-03-27T10:21:06Z,219000,not specified,brick,other,1,3,2019-09-27,active,not specified,carpet|hardwood,shelfcrawl space,not specified,1589036,40316419
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|3 cars,forced air,ut,south jordan,84009,by agent,jordan,false,33,2018,5132 W Beach Comer Way|South Jordan|UT|84009,not specified,0.22,4980,False,516298,40316418,2019-03-27T10:20:47Z,700000,not specified,clapboardmasonite,central air,45,6,2019-09-27,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,dryer|microwave|other|range,1588904,40316418
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,attached garage|1 cars,not specified,ut,south jordan,84095,by agent,not specified,false,26,2019,6388 W. Birch Run Rd.|South Jordan|UT|84095,not specified,not specified,1102,True,2490499,40301604,2019-03-27T10:18:13Z,239900,not specified,not specified,not specified,25,2,2019-07-15,active,not specified,not specified,not specified,not specified,not specified,40301604
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,tooele,84074,by agent,not specified,true,15,2004,717 Fox Run Dr|Tooele|UT|84074,not specified,0.17,1572,False,299829,40316417,2019-03-27T10:12:17Z,249900,not specified,aluminumvinyl,central air,2,3,2019-09-27,active,sprinklers automatic,carpet|linoleum,full unfinished,dryer|microwave|range|refrigerator|washer,1588758,40316417
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape back|landscape front|landscape full,attached garage|combined garage|3 cars,forced air,ut,kaysville,84037,by agent,davis,false,16,2007,322 E 2300 S|Kaysville|UT|84037,not specified,0.28,4407,False,213844,40312466,2019-03-27T10:10:34Z,485300,not specified,other,central air,2,4,2019-09-27,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|laminate|tile,full unfinished,microwave|range|refrigerator,1585005,40312466
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84095,by agent,not specified,false,10,2019,6399 W. Birch Run Rd.|South Jordan|UT|84095,not specified,not specified,1602,True,2490499,40301603,2019-03-27T10:09:38Z,289900,not specified,not specified,not specified,25,3,2019-07-15,active,not specified,not specified,not specified,not specified,not specified,40301603
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,carport|2 cars,forced air,ut,ogden,84404,by agent,not specified,true,12,1988,1694 E 1450 S|ogden|UT|84404,not specified,0.1,1730,False,299829,40293525,2019-03-27T09:56:27Z,169900,not specified,brick,central air,175,3,2019-09-27,active,not specified,carpet|laminate|tile,full finished,microwave|range|refrigerator|washer,1569541,40293525
homes,not specified,detail page,single family home,for sale,for sale,fenced full,combined garage|detached garage|driveway|4 cars,forced air,ut,salt lake,84118,by agent,not specified,false,18,1979,5673s copper|Salt Lake|UT|84118,not specified,0.19,1758,False,299829,40311737,2019-03-27T09:56:05Z,275000,not specified,not specified,central air,175,4,2019-09-27,active,deck|fireplace other,carpet|laminate|linoleum|tile,full partially finished,microwave|other|range|refrigerator,1584282,40311737
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape front,attached garage|combined garage|2 cars,forced air,ut,riverton,84065,by agent,jordan,true,31,1992,1414 W Quail Ridge Circle|Riverton|UT|84065,not specified,0.28,2774,False,2483139,40308438,2019-03-27T09:53:41Z,409000,not specified,aluminumvinyl|brick,central air,25,4,2019-09-27,active,fireplace woodburning|patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|linoleum|tile,full finished,range|refrigerator,1581097,40308438
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape back|landscape front,attached garage|carport|combined garage|driveway|street parking|2 cars,steam radiant,id,malad city,83252,by owner,oneida county district,true,24,2005,1583 S 5800 W|Malad City|ID|83252,not specified,21.87,5316,False,875681,40316416,2019-03-27T09:51:41Z,440000,select basic,cedarredwood|stucco,central air,4,5,2019-09-27,active,fireplace woodburning|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|laminate|linoleum|other|tile,full partially finished,microwave|other|range|refrigerator,not specified,40316416
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,park city,84098,by agent,not specified,false,31,1995,2620 E Cottage Loop Rd N|Park City|UT|84098,not specified,0.03,1650,False,860172,40316415,2019-03-27T09:51:19Z,630000,not specified,not specified,not specified,3,3,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316415
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,not specified,not specified,ut,park city,84098,by agent,not specified,false,31,1995,2620 Cottage Loop Road|Park City|UT|84098,not specified,not specified,1650,False,860172,40316414,2019-03-27T09:49:54Z,630000,not specified,not specified,not specified,3,3,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316414
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|4 cars,forced air,ut,roy,84067,by agent,not specified,false,24,1992,3023 W 5650 S|Roy|UT|84067,not specified,0.22,1982,False,860172,40316413,2019-03-27T09:48:54Z,279900,not specified,not specified,central air,2,3,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316413
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,eagle mountain,84005,by agent,not specified,false,37,2018,7669 N Evans Ranch Rd E|Eagle Mountain|UT|84005,not specified,0.2,4243,False,860172,40316412,2019-03-27T09:47:20Z,470000,not specified,not specified,not specified,3,4,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316412
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,combined garage|1 cars,forced air,ut,clinton,84015,by agent,not specified,false,20,2005,652 W 800 N|Clinton|UT|84015,not specified,0.01,1216,False,860172,40316411,2019-03-27T09:46:29Z,185000,not specified,not specified,central air,2,2,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316411
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|1 cars,forced air,ut,ogden,84403,by agent,not specified,false,25,1951,1320 E 31st St S|Ogden|UT|84403,not specified,0.31,3263,False,860172,40316410,2019-03-27T09:45:15Z,385000,not specified,not specified,central air,3,4,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316410
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|combined garage|2 cars,forced air,ut,syracuse,84075,by agent,davis,true,8,2019,2051 S Bluff Rd|Syracuse|UT|84075,not specified,0.29,3000,False,3457635,40316409,2019-03-27T09:43:07Z,364900,not specified,other,central air,25,4,2019-09-27,active,patio uncovered|walkin closet,carpet|laminate|tile,full unfinished,range,1577256,40316409
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,carport|2 cars,forced air,ut,provo,84606,by agent,provo city,true,25,1961,550 S 1500 E|Provo|UT|84606,not specified,0.16,2028,False,2186935,40316408,2019-03-27T09:40:58Z,285000,not specified,brick,central air,1,5,2019-09-27,active,patio uncovered|sprinklers automatic,carpet|hardwood|tile,full unfinished,microwave|other|range,1588162,40316408
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,uintah,84403,by agent,not specified,false,30,2005,2921 E Melanie Ln S|Uintah|UT|84403,not specified,1.12,4297,False,860172,40316407,2019-03-27T09:40:50Z,569900,not specified,not specified,central air,5,5,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316407
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|detached garage|3 cars|5 cars,forced air,ut,ogden,84403,by owner,weber,true,33,2005,5877 S 2925 E|Ogden|UT|84403,not specified,3.8,6875,False,1970917,40316406,2019-03-27T09:38:30Z,995000,select basic,cedarredwood|other,central air,5,5,2019-09-27,active,deck|fireplace gas|fireplace woodburning|patio covered|patio uncovered|pool|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,not specified,40316406
homes,not specified,detail page,single family home,for sale,for sale,not applicable,attached garage|3 cars,forced air,ut,north ogden,84414,by owner,ogden city,true,3,2019,928 E 2050 N|North Ogden|UT|84414,not specified,0.25,1691,False,122994,40316405,2019-03-27T09:37:49Z,369926,select basic,brick|clapboardmasonite|stucco,central air,2,3,2019-09-27,active,patio uncovered|walkin closet,carpet|tile,shelfcrawl space,microwave|range,not specified,40316405
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|3 cars,forced air,ut,mantua,84324,by owner,not specified,true,7,2019,168 E 300 S|Mantua|UT|84324,not specified,0.5,3430,False,258506,40305931,2019-03-27T09:35:09Z,449999,select basic,aluminumvinyl|clapboardmasonite|other,central air,25,3,2019-09-27,active,fireplace gas|patio covered|walkin closet,carpet|laminate|tile,full unfinished,microwave|range|washer,not specified,40305931
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|street parking|3 cars,forced air,ut,bountiful,84010,by agent,davis,true,1,2018,141 West 2330 South|Bountiful|UT|84010,not specified,0.28,3178,False,1515565,40275414,2019-03-27T09:32:01Z,589700,not specified,brick|clapboardmasonite|stucco,central air,3,2,2019-09-27,active,deck|fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,full partially finished,microwave|range,1524085,40275414
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|4 cars,forced air,ut,herriman,84096,by agent,not specified,false,31,2006,6348 W Patriot Hill Ct|Herriman|UT|84096,not specified,0.28,3721,False,2609439,40316404,2019-03-27T09:11:07Z,549900,not specified,stucco,central air,4,6,2019-09-27,active,walkin closet,carpet|other|tile,full finished,microwave|range,1589014,40316404
homes,not specified,detail page,single family home,for sale,for sale,not applicable,attached garage|combined garage|2 cars,forced air,ut,perry,84302,by owner,box elder,true,29,2019,2275 South 560 West|perry|UT|84302,not specified,0.25,2960,False,224850,40316403,2019-03-27T09:10:26Z,349900,select basic,brick|stucco,central air,2,3,2019-09-27,active,patio uncovered|walkin closet,carpet|laminate,full unfinished,microwave|other|range,not specified,40316403
